name,padrillo,yegua,genre,criador,auctionOrder,year,value,valueUSDB,p1,p2,p1_p2,eday,birth_eday
MR. ARMANI,CATCHER IN THE RYE (IRE),MISS TOP MODEL,Macho,Santa Ines,105,2021,42000,26128.713,0.6881679,0.05204421,0.035815157,2021-05-21,2019-08-13
BRIOL HIT,HIT IT A BOMB (USA),CAMBRIOLE GLORY,Hembra,Firmamento,21,2022,45000,26107.066,0.6917187,0.062187344,0.043016147,2022-05-05,2020-10-05
BAMBA MIA,PORTAL DEL ALTO,BAMBINA NISTEL,Hembra,Rodeo Chico,16,2023,49000,26103.479,0.6681242,0.03589988,0.02398558,2023-03-30,2021-08-01
VALORATIVO,EQUAL STRIPES,VALNERINA,Macho,Abolengo,33,2021,40000,26099.438,0.5816866,0.047483377,0.027620444,2021-03-29,2019-09-26
EL PUERTO BERMEJO,IL CAMPIONE (CHI),AMAZING GLORIA,Macho,El Paraiso,44,2022,45000,26071.94,0.795866,0.1069241,0.08509726,2022-05-01,2020-09-12
LOGRADO BLUE,LE BLUES,BUENA IDEA,Macho,El Paraiso,60,2022,45000,26071.94,0.6510035,0.08549539,0.055657797,2022-05-01,2020-11-07
EL OCURRENTE,FORTIFY (USA),LA ENTRETENIDA,Macho,Santa Ines,11,2024,36000,25982.61,0.6143041,0.03714763,0.022819942,2024-06-10,2022-11-16
EMBRUJADO CRAF,MASTERCRAFTSMAN (IRE),LA EMBRUJADA,Macho,Firmamento,13,2019,28000,25914.809,0.76520985,0.06469585,0.0495059,2019-09-24,2017-11-03
FELICES FIESTAS,DADDY LONG LEGS (USA),FREE DANCE (CHI),Hembra,Los Turfistas,13,2024,34000,25807.873,0.36041397,0.054241873,0.019549528,2024-09-10,2022-11-08
HIGHNESS LOUIS,ORPEN (USA),HEDA,Macho,Carampangue,12,2023,50000,25775.664,0.64202774,0.042942297,0.027570145,2023-06-27,2021-08-22
AL BIDDA,DADDY LONG LEGS (USA),ESMERALDA DAY,Hembra,Abolengo,21,2022,44000,25735.883,0.36054224,0.098323554,0.035449795,2022-05-22,2020-09-07
LIBERTO,HURRICANE CAT (USA),LIBRATURA,Macho,Vacacion,33,2024,30000,25699.508,0.5936196,0.056971356,0.033819314,2024-03-21,2022-08-09
ALYSANNE,FORTIFY (USA),ACUERDATE DE MI,Hembra,Vacacion,28,2024,30000,25699.508,0.68317217,0.07434551,0.05079078,2024-03-21,2022-09-10
SALVATOR B,EQUAL STRIPES,SAMBULLIDA,Macho,Abolengo,16,2024,30000,25684.73,0.6064956,0.08870634,0.053800005,2024-03-20,2022-08-07
EMPEROR JACK,FORTIFY (USA),EMPRESS JACKIE,Macho,Santa Ines,3,2022,55000,25656.379,0.72701097,0.08831177,0.06420363,2022-08-17,2020-10-18
SERRAT,SPRINGDOM,ANDAI,Macho,El Paraiso,15,2024,30000,25644.23,0.66031057,0.08751282,0.05778564,2024-04-28,2022-07-19
EL BANDERILLERO,IL CAMPIONE (CHI),INTER POP,Macho,El Paraiso,45,2024,30000,25644.23,0.68947715,0.09771764,0.06737408,2024-04-28,2022-09-23
EL ENIGMA,IL CAMPIONE (CHI),ALEGRA BAND,Macho,El Paraiso,17,2024,30000,25644.23,0.7574333,0.119996525,0.090889364,2024-04-28,2022-09-13
INDIA COSMICA,COSMIC TRIGGER,INDIA DEL NORTE,Hembra,La Esperanza,18,2023,53000,25632.674,0.7408352,0.020948838,0.015519637,2023-05-11,2021-09-19
HUMOR GALLEGO,IL MERCATO,HAIL TO HUMOR (USA),Macho,La Pasion,16,2024,30000,25600.96,0.7625957,0.06861249,0.052323595,2024-04-25,2022-10-23
EL PARANA GUAZU,IL CAMPIONE (CHI),BRING BACK,Macho,El Paraiso,50,2023,52000,25597.633,0.76538914,0.07893275,0.06041427,2023-04-23,2021-09-13
LONDON BLUES,LE BLUES,BRINGING HOPE,Macho,El Paraiso,28,2023,52000,25597.633,0.79931486,0.10238896,0.08184102,2023-04-23,2021-09-17
BEST PORTAL,PORTAL DEL ALTO,BEST DAME,Macho,Rodeo Chico,3,2023,48000,25570.754,0.75623184,0.06569425,0.049680084,2023-03-30,2021-09-24
BREMEM,ORPEN (USA),BALCARCE (USA),Macho,Carampangue,8,2019,27000,25533.379,0.5086262,0.045956288,0.023374572,2019-08-28,2017-09-01
CAPITALIZADA,COSMIC TRIGGER,CAPA MAXIMA,Hembra,Abolengo,27,2019,26000,25519.527,0.48362714,0.033628013,0.01626342,2019-07-03,2017-08-01
SOLO PARA VOS,HURRICANE CAT (USA),SOLA PER TE,Macho,Vacacion,37,2019,26000,25519.527,0.6961635,0.05796347,0.04035205,2019-07-03,2017-10-06
WEB BROWSER,ROMAN RULER (USA),WINTERING,Hembra,Vacacion,16,2019,26000,25519.527,0.698999,0.06124642,0.042811185,2019-07-03,2017-09-23
LOOKING BACK,FORTIFY (USA),LOOK LOVELY,Macho,Santa Ines,107,2021,41000,25506.602,0.8201733,0.109805316,0.09005939,2021-05-21,2019-08-25
EL EBANISTA,IL CAMPIONE (CHI),INCAN GIRL,Macho,El Paraiso,50,2022,44000,25492.562,0.8729574,0.06973901,0.060879182,2022-05-01,2020-09-27
EL NECOCHENSE,IL CAMPIONE (CHI),SEA FOG,Macho,El Paraiso,64,2022,44000,25492.562,0.76542795,0.06882309,0.052679118,2022-05-01,2020-10-26
BETTINA M,EQUAL STRIPES,BETA LADY,Hembra,Abolengo,20,2019,26000,25478.277,0.63873,0.07297263,0.046609808,2019-04-30,2017-10-16
TARRES,COSMIC TRIGGER,EVINDALE,Macho,Abolengo,63,2021,39000,25446.951,0.61639833,0.06606126,0.04072005,2021-03-29,2019-08-02
LEYTON,EQUAL STRIPES,LARACCETTA,Macho,Abolengo,43,2021,39000,25446.951,0.6770066,0.036903307,0.024983782,2021-03-29,2019-10-30
MAR ABIERTO KEY,KEY DEPUTY (USA),OLA OLA NISTEL,Macho,Firmamento,9,2019,1100000,25433.525,0.86271656,0.18269368,0.15761286,2019-04-05,2017-08-08
SMARTY KEY,KEY DEPUTY (USA),SEATTLE SMART,Macho,Firmamento,13,2019,1100000,25433.525,0.77314794,0.13391832,0.10353867,2019-04-05,2017-09-16
RANGELIO,HURRICANE CAT (USA),RIGOLETTA,Macho,Vacacion,19,2023,50000,25425.463,0.6928504,0.032751717,0.02269204,2023-06-12,2021-10-06
GLORIOSA FY,FORTIFY (USA),TARDE DE GLORIA,Hembra,Don Teodoro,3,2024,29000,25321.951,0.52842844,0.036502335,0.019288871,2024-05-07,2022-10-22
LIDER NATO,HI HAPPY,LIBRATURA,Macho,Vacacion,53,2022,46000,25318.32,0.6553651,0.0941031,0.061671887,2022-03-27,2020-09-03
KHERSON,EQUAL STRIPES,KALITHEA,Macho,Santa Ines,5,2024,35000,25260.87,0.6404323,0.097524725,0.062457982,2024-06-10,2022-10-31
ESTOY LLAMANDO,IL CAMPIONE (CHI),ARYA,Macho,El Paraiso,68,2024,29500,25216.826,0.7656397,0.1552497,0.11886533,2024-04-28,2022-10-06
STEPHANIE,DADDY LONG LEGS (USA),LA GRIMALDI,Hembra,El Chanar,7,2024,28000,25185.785,0.66173047,0.043837767,0.029008785,2024-04-09,2022-09-19
QUE BOMBON,DANIEL BOONE (BRZ),QUICK EAGLE,Macho,Santa Maria De Araras,19,2022,43500,25175.766,0.66468114,0.09755053,0.06484,2022-04-11,2020-09-20
CECIL SMITH,EQUAL STRIPES,CECIL ASPEN,Macho,Abolengo,10,2023,52000,25174.328,0.7329646,0.05422323,0.039743707,2023-05-14,2021-09-10
REINHARDT RYE,CATCHER IN THE RYE (IRE),BURG REIN,Macho,La Biznaga,77,2018,750000,25125.627,0.63486046,0.059893798,0.038024206,2018-08-17,2016-08-26
PLAGE MIDI,ORPEN (USA),PUERTO AZUL (USA),Hembra,Carampangue,22,2018,970000,25116.521,0.4496883,0.05136113,0.023096498,2018-09-20,2016-10-13
LA FIDELISIMA,MASTERCRAFTSMAN (IRE),PULPIT LINGERIE (USA),Hembra,Firmamento,40,2019,27000,24989.281,0.66800386,0.08319029,0.055571437,2019-09-24,2017-10-30
EL ROSEDAL,CIMA DE TRIOMPHE (IRE),MUY PORTEÑA,Macho,Las Retamas,56,2023,52000,24965.293,0.65331084,0.02854863,0.01865113,2023-05-19,2021-09-01
DISIPADO JOY,FORTIFY (USA),DISIPADORA,Macho,Vacacion,12,2023,49000,24916.953,0.71873987,0.13766721,0.098946914,2023-06-12,2021-09-04
QUENTYN CAT,HURRICANE CAT (USA),QUIBELLE,Macho,Santa Ines,117,2021,40000,24884.49,0.53747815,0.020025004,0.010763002,2021-05-21,2019-11-06
TAX CODE,FORTIFY (USA),TRUCHA,Macho,Vacacion,5,2021,40000,24871.057,0.76836324,0.12650086,0.09719861,2021-05-22,2019-09-03
ESPIRITU,IL CAMPIONE (CHI),SUPLICAS,Macho,Canada Negra,7,2024,30000,24857.143,0.62586284,0.03660642,0.022910599,2024-05-16,2022-09-02
LAST COMMAND,WAR COMMAND (USA),LIBANA,Macho,Vacacion,55,2020,33000,24848.32,0.67843014,0.07056948,0.047876462,2020-03-15,2018-08-04
BALERYAN,LE BLUES,BEAUTY ROY,Macho,Vacacion,34,2024,29000,24842.857,0.6610188,0.16931017,0.111917205,2024-03-21,2022-09-04
CALMA OTOÑAL,FORTIFY (USA),CALLIA,Hembra,Vacacion,24,2024,29000,24842.857,0.68696904,0.07965809,0.05472264,2024-03-21,2022-10-01
ISLA SECA,TRUE CAUSE (USA),ISTISHAARY (GB),Macho,Pozo De Luna,13,2022,42500,24825.139,0.66052645,0.060113106,0.039706297,2022-06-12,2020-07-23
UP DADDY,DADDY LONG LEGS (USA),UPDATE,Macho,La Madrina,14,2023,46000,24812.47,0.5341706,0.018398903,0.009828154,2023-04-04,2021-09-01
IGUAL A VOS,GREENSPRING (USA),IGUALITARIAMENTE,Hembra,Abolengo,61,2021,38000,24794.467,0.6396266,0.04779646,0.03057189,2021-03-29,2019-08-03
MIND CURL,CURLINELLO (USA),MISSY PUSSYCAT,Hembra,Orilla Del Monte,8,2018,24000,24786.418,0.56962156,0.020490343,0.0116717415,2018-12-07,2016-10-17
LADY WINTER,CURLINELLO (USA),LAZES LADY,Hembra,Orilla Del Monte,7,2018,24000,24786.418,0.64673287,0.022979954,0.014861892,2018-12-07,2016-09-21
LATINI,CITYSCAPE (GB),LA FONTELINA,Macho,La Providencia,9,2024,28500,24764.562,0.80346566,0.041786082,0.033573683,2024-05-06,2022-09-04
ELEVADA FINAL,IL CAMPIONE (CHI),IMPRINTED,Hembra,Las Retamas,10,2023,52000,24704.703,0.77816194,0.08311365,0.064675875,2023-05-16,2021-09-05
VELA BLUES,LE BLUES,MUSETINA,Hembra,La Madrina,19,2024,27000,24661.855,0.55633944,0.044660382,0.024846332,2024-04-08,2022-08-14
MASTER CURSI,MASTERCRAFTSMAN (IRE),CURSI AND GLORY,Hembra,NN Criador,119,2019,25000,24645.605,0.6945966,0.087607644,0.060851973,2019-06-04,2017-07-30
IBONA,LIZARD ISLAND (USA),ILEGALIDAD,Hembra,La Pasion,19,2023,48000,24616,0.75700545,0.038393598,0.029064164,2023-06-23,2021-07-31
EL DON DEL VIENTO,IL CAMPIONE (CHI),SUSAN CONSTANT,Macho,El Paraiso,17,2023,50000,24613.107,0.77565074,0.1016318,0.07883078,2023-04-23,2021-10-01
TARSINIO,HI HAPPY,TARSA GIRL,Macho,El Arroyo,23,2024,36000,24586.666,0.59379566,0.051686365,0.03069114,2024-06-28,2022-09-29
STORM SCAT,IL CAMPIONE (CHI),CAT'S ALIBI (USA),Macho,La Pasion,31,2024,36000,24586.666,0.62714297,0.077510945,0.048610445,2024-06-28,2022-07-30
NINE SOULS,COSMIC TRIGGER,NINER SPIRIT,Hembra,Abolengo,6,2022,42000,24566.07,0.57484204,0.03683258,0.021172915,2022-05-22,2020-10-26
LIBRE PENSAMIENTO,ROMAN RULER (USA),LA TREMOILLE,Macho,Vacacion,1,2019,25000,24538.006,0.6882457,0.11356888,0.078163296,2019-07-03,2017-10-24
POR AMOR A TI,ROMAN RULER (USA),PLANCHETINA,Hembra,Vacacion,17,2019,25000,24538.006,0.6809294,0.03702256,0.025209751,2019-07-03,2017-10-10
BEST OFFER,EQUAL STRIPES,BONICA NOIA,Hembra,Abolengo,15,2019,25000,24538.006,0.5097337,0.05247679,0.026749186,2019-07-03,2017-09-08
DE CHAMBEAU,PORTAL DEL ALTO,HINGIS,Macho,Rodeo Chico,4,2023,46000,24505.307,0.8646681,0.054745268,0.047336485,2023-03-30,2021-07-24
ISTRIONICA,ROMAN RULER (USA),INDIAN GOT,Hembra,Vacacion,19,2019,25000,24498.344,0.640287,0.06484372,0.04151859,2019-04-30,2017-08-05
SELECTIVE SEARCH,ROMAN RULER (USA),SOBRA AMOR,Macho,Vacacion,6,2019,25000,24498.344,0.74583614,0.07256188,0.054119274,2019-04-30,2017-09-09
EVITANDOLA,EQUAL STRIPES,EVINDALE,Hembra,Abolengo,5,2019,25000,24498.344,0.47070393,0.059842706,0.028168196,2019-04-30,2017-10-22
TENGO EL ARTE,DADDY LONG LEGS (USA),TOPISIMA,Macho,Los Turfistas,18,2023,50000,24497.145,0.56194526,0.021803074,0.012252134,2023-09-11,2021-09-01
HAPPY DREAMS,TREASURE BEACH (GB),HAPPY GIRL,Macho,El Chanar,22,2022,42000,24459.959,0.69172984,0.02578552,0.017836614,2022-05-10,2020-09-25
MOUNTAIN PRINCE,DANIEL BOONE (BRZ),MALIBU HONEY,Macho,Santa Maria De Araras,9,2023,46000,24391.65,0.81687397,0.10925482,0.08924742,2023-04-02,2021-10-21
GET THE BEST,EQUAL STRIPES,GOT LUCKY,Hembra,Abolengo,4,2021,44000,24372.188,0.36974582,0.038389765,0.014194455,2021-06-27,2019-10-17
HIT IT A RYE,HIT IT A BOMB (USA),TERMS RYE,Macho,Firmamento,15,2022,42000,24366.594,0.8391548,0.09461344,0.079395324,2022-05-05,2020-09-29
ALLEGEDLY,HURRICANE CAT (USA),ABIDE (FR),Macho,El Mallin,98,2022,42000,24345.91,0.7161884,0.06523653,0.046721645,2022-05-12,2020-08-31
LUNFARDIA,PUERTO ESCONDIDO,CAMPI DI ROMA,Hembra,El Mallin,64,2022,42000,24345.91,0.56912255,0.09321892,0.05305299,2022-05-12,2020-08-10
LA HABANA,HI HAPPY,LAURENCIANA,Hembra,Embrujo,15,2023,45000,24337.39,0.6664174,0.028969673,0.019305894,2023-04-11,2021-07-26
LOS HUSARES,LE BLUES,SMARTICKA,Macho,El Paraiso,10,2022,42000,24333.809,0.67583114,0.075725086,0.05117737,2022-05-01,2020-08-16
CARTAGINES,DANIEL BOONE (BRZ),CARLINHA,Macho,Santa Maria De Araras,9,2021,37000,24297.57,0.6533919,0.105337724,0.06882682,2021-04-12,2019-11-18
SWEET VERY SWEET,ENDORSEMENT (USA),SWEET SIXTEEN,Hembra,Tradicion,7,2024,30000000,24291.498,0.55556595,0.01692226,0.009401431,2024-09-24,2022-08-31
ALFOMBRA DE HOJAS,ANGIOLO,GORKY PARK,Hembra,Tradicion,14,2024,30000000,24291.498,0.6305652,0.018317116,0.011550137,2024-09-24,2022-09-13
QUINCY KING,FORTIFY (USA),QUEEN OF RAIN,Macho,Santa Ines,104,2021,39000,24262.377,0.758142,0.07071536,0.053612284,2021-05-21,2019-09-20
REAL RIM,REMOTE (GB),REAL NISTEL,Macho,Firmamento,12,2024,34000,24256.918,0.8147953,0.17488165,0.14249276,2024-05-23,2022-07-19
QUITO BOMB,HIT IT A BOMB (USA),QUITA NISTEL,Macho,Firmamento,14,2024,34000,24256.918,0.7777027,0.20564574,0.15993124,2024-05-23,2022-08-31
DULCE PENSAMIENTO,FORTIFY (USA),DEBOUCHE,Macho,Vacacion,4,2021,39000,24249.28,0.79069823,0.14882663,0.11767695,2021-05-22,2019-09-04
SANTO SERMON,TREASURE BEACH (GB),SANTA EMILIANA,Macho,Pozo De Luna,3,2023,49000,24234.887,0.8109351,0.12817986,0.103945546,2023-06-04,2021-08-21
PRO QUO,SUGGESTIVE BOY,PRANKSTERS (USA),Macho,Pozo De Luna,10,2023,49000,24234.887,0.7209078,0.1317891,0.09500779,2023-06-04,2021-08-09
LIBERTAD CONDICIONAL,EQUAL STRIPES,LIBERTYWITHJUSTICE (USA),Hembra,Abolengo,52,2022,44000,24217.523,0.599836,0.06676479,0.04004792,2022-03-27,2020-07-27
MOVE IN TIME,EQUAL STRIPES,MOON LADY,Macho,Abolengo,6,2023,50000,24206.084,0.6668718,0.05928066,0.039532598,2023-05-14,2021-08-02
QUEEN'S LIFE,EQUAL STRIPES,QUEEN MARION,Hembra,Abolengo,19,2023,50000,24206.084,0.57027924,0.0359318,0.020491159,2023-05-14,2021-07-19
CANDY SHARE,FORTIFY (USA),CANDY ISLAND,Macho,Abolengo,5,2023,50000,24206.084,0.5604455,0.04956352,0.027777651,2023-05-14,2021-11-03
ATOMIC LEVEL,COSMIC TRIGGER,ATOMIC BOOM,Macho,Abolengo,18,2023,50000,24206.084,0.7279114,0.04989348,0.036318034,2023-05-14,2021-09-21
CORRICELLA,COSMIC TRIGGER,TRUTHFULLY (USA),Hembra,Juan Antonio,6,2023,54000,24148.033,0.4836013,0.032138735,0.015542334,2023-04-25,2021-09-25
ECCENTRIC,IL CAMPIONE (CHI),SPLIT SECOND,Macho,El Paraiso,1,2023,9200000,24146.982,0.8918836,0.11015098,0.09824185,2023-03-19,2021-09-23
EXPRESSIVE SOUND,LONG ISLAND SOUND (USA),EXPRESSIVE ONE,Macho,Abolengo,53,2021,37000,24141.98,0.6260643,0.072184615,0.045192212,2021-03-29,2019-08-26
JOY LUCUMA,FORTIFY (USA),DALE LUNFA,Hembra,La Biznaga,74,2018,720000,24120.604,0.79680526,0.13351256,0.10638351,2018-08-17,2016-07-23
LOVE THE RACES,HURRICANE CAT (USA),LOVE AND ROSES,Macho,Vacacion,39,2020,32000,24095.342,0.80070645,0.09050152,0.07246515,2020-03-15,2018-07-23
PAY WITH CASH,ORPEN (USA),PAULINHA,Hembra,Abolengo,38,2020,32000,24095.342,0.56229633,0.084980674,0.04778432,2020-03-15,2018-07-24
LIBERTARIA SOY,EQUAL STRIPES,LIBERTYWITHJUSTICE (USA),Hembra,Abolengo,42,2020,32000,24095.342,0.591604,0.06570103,0.038868994,2020-03-15,2018-08-15
MASAD,FORTIFY (USA),MEHIRA,Macho,Santa Ines,14,2023,50000,24075.895,0.83635324,0.090887666,0.07601419,2023-05-03,2021-07-29
LINDA CRAF,MASTERCRAFTSMAN (IRE),MISS CARILINDA,Hembra,Firmamento,35,2019,26000,24063.752,0.7057723,0.09137368,0.064489014,2019-09-24,2017-10-09
EVA CRAF,MASTERCRAFTSMAN (IRE),EVA GLORY,Hembra,Firmamento,39,2019,26000,24063.752,0.66076815,0.054924663,0.036292467,2019-09-24,2017-10-25
STAY STRONG,DADDY LONG LEGS (USA),SAMANTHA,Macho,Abolengo,15,2022,41000,23981.164,0.63770187,0.116711445,0.074427105,2022-05-22,2020-09-09
SOLEDAD DE OTOÑO,STRATEGOS,MIDNIGHT IN PARIS,Hembra,Tres Jotas,22,2024,32000,23980.084,0.6348326,0.016439425,0.010436283,2024-05-26,2022-09-12
OSMIDAS,IL CAMPIONE (CHI),MIDNIGHT IN PARIS,Macho,Tres Jotas,7,2023,50000,23940.326,0.8785677,0.05723285,0.050282933,2023-05-21,2021-08-24
HOTEL VICTORIA,HURRICANE CAT (USA),HILU,Macho,Los Turfistas,10,2023,50000,23940.326,0.6244419,0.028618611,0.01787066,2023-05-21,2021-08-06
THOR MEDINA,MOOTASADIR (GB),PEPERONCINA,Macho,El Paraiso,13,2024,28000,23934.615,0.68665135,0.12592588,0.08646718,2024-04-28,2022-08-15
SHOW TIME,EQUAL STRIPES,MARIA FOR SALE,Macho,Don Yayo,1,2019,1000000,23923.445,0.79712373,0.048766464,0.038872905,2019-03-25,2017-07-26
RAONS,LIZARD ISLAND (USA),ROLLING TINA (USA),Macho,La Pasion,39,2021,41000,23916.982,0.7462838,0.07978912,0.059545327,2021-04-28,2019-09-17
LIBRE DE ALMA,FORTIFY (USA),LA PIRADITA,Macho,Vacacion,1,2023,47000,23899.934,0.7585563,0.13720648,0.104078844,2023-06-12,2021-10-21
STUPINO,GOUVERNEUR MORRIS (USA),SOUTHERN FELINE (USA),Macho,La Pasion,2,2024,28000,23894.23,0.7164411,0.07708125,0.055224173,2024-04-25,2022-07-26
SIGNOR SASSI,ZENSATIONAL (USA),SIAMBRETTA,Macho,La Pasion,20,2024,28000,23894.23,0.744158,0.08950449,0.066605486,2024-04-25,2022-10-08
OLEGUER,EQUAL STRIPES,OBSIDIANA,Macho,La Pasion,18,2023,50000,23845.316,0.71454924,0.047854383,0.034194313,2023-04-27,2021-10-13
LYONS,IL MERCATO,LEANDRINHA (USA),Macho,La Pasion,9,2023,50000,23845.316,0.7283756,0.08439808,0.061473507,2023-04-27,2021-08-31
EL TAIGER,LIZARD ISLAND (USA),EQUAL PRETTY,Macho,La Pasion,21,2023,50000,23845.316,0.774371,0.06318156,0.048925966,2023-04-27,2021-08-23
OPERATA,HI HAPPY,OPA OPA,Hembra,La Providencia,16,2022,41000,23833.797,0.6420732,0.041396398,0.026579518,2022-05-15,2020-10-10
LIKE NO OTHER,SUPER SAVER (USA),LIDERANZA (USA),Macho,La Providencia,11,2021,38000,23822.896,0.7446119,0.059206966,0.044086214,2021-05-09,2019-07-26
MAMA NANZY,EQUAL STRIPES,EVERQUEST,Hembra,Abolengo,1,2021,43000,23818.275,0.5253373,0.04402615,0.023128578,2021-06-27,2019-10-15
ARTISTA CALLEJERO,QUE VIDA BUENA,STREET OF LOVE,Macho,Don Florentino,3,2023,11600000,23794.871,0.46893066,0.03452065,0.01618779,2023-05-22,2021-08-10
WHAT'SAPP,COSMIC TRIGGER,FORESHADOW (USA),Macho,Juan Antonio,11,2023,50000,23754.521,0.5900323,0.045152307,0.026641319,2023-05-16,2021-10-30
MARC MUCHO MAN,MARCONI (USA),CHARM SCENT,Macho,La Generacion,29,2023,50000,23754.521,0.6474667,0.040888842,0.026474165,2023-05-16,2021-10-12
INFINITO TRIGGER,COSMIC TRIGGER,BUENA BROMA,Macho,Juan Antonio,24,2023,50000,23754.521,0.55795157,0.031307686,0.017468173,2023-05-16,2021-08-16
LAGRIMAS Y SONRISAS,LE BLUES,SYRACUSE,Hembra,El Paraiso,31,2022,41000,23754.434,0.5771188,0.061285734,0.03536915,2022-05-01,2020-07-28
LA PALOMA AZUL,LE BLUES,SACHATIKA,Hembra,El Paraiso,35,2022,41000,23754.434,0.69847804,0.046510585,0.03248662,2022-05-01,2020-08-21
MALAKAI,IL CAMPIONE (CHI),MY PALESTINA,Macho,Santa Ines,11,2021,39000,23747.389,0.78772306,0.067684494,0.053316638,2021-05-19,2019-07-25
CHARRUA SAVER,SUPER SAVER (USA),LOCASA NISTEL,Macho,Firmamento,3,2021,44000,23742.768,0.76864225,0.11644194,0.08950219,2021-10-13,2019-10-04
PETROCHINO,BODEMEISTER (USA),PETROVA,Macho,La Pasion,3,2022,41000,23735.537,0.8045774,0.056191348,0.04521029,2022-04-29,2020-07-20
STALINGRADO,DANIEL BOONE (BRZ),SALVA DI APPLAUSI,Macho,Santa Maria De Araras,12,2022,41000,23728.883,0.71606183,0.08341954,0.059733547,2022-04-11,2020-09-28
RAINAN,CATCHER IN THE RYE (IRE),QUERIDA REBECA,Macho,Santa Ines,103,2021,38000,23640.266,0.7944994,0.08633265,0.06859124,2021-05-21,2019-08-08
POLLY'S RHYTHM,COSMIC TRIGGER,POLLY,Hembra,Abolengo,64,2023,45000,23630.264,0.6337247,0.045016762,0.028528234,2023-03-28,2021-08-09
LUDICO BLUE,LE BLUES,STELLA'S GAME,Macho,El Paraiso,53,2023,48000,23628.584,0.73018163,0.045756143,0.033410296,2023-04-23,2021-10-23
BROUD,SEAHENGE (USA),MISS PLANET,Macho,Rodeo Chico,2,2022,42500,23606.57,0.7702732,0.14492705,0.11163343,2022-03-30,2020-07-23
EQUAL PRINCE,EQUAL STRIPES,EGYPTIAN QUEEN,Macho,Abolengo,10,2019,24000,23556.486,0.5422969,0.07740333,0.041975584,2019-07-03,2017-07-28
MIO MONDO,HURRICANE CAT (USA),MISS ABELLA,Macho,Vacacion,29,2019,24000,23556.486,0.69243354,0.023884239,0.016538247,2019-07-03,2017-10-23
STALKER GIRL,ASIATIC BOY,SHY DARLING,Hembra,Abolengo,28,2019,24000,23518.41,0.6654131,0.02319146,0.0154319005,2019-04-30,2017-09-29
KOSAKA,SEATTLE FITZ,KOKOLA,Hembra,La Providencia,17,2021,37500,23509.438,0.71648127,0.07019988,0.050296895,2021-05-09,2019-09-20
CANDY ROSE,LONG ISLAND SOUND (USA),LEMONCELLA,Hembra,Abolengo,29,2021,36000,23489.494,0.49491474,0.06282319,0.031092124,2021-03-29,2019-08-24
ATOM,ANGIOLO,SINTONIA FINA,Macho,El Paraiso,67,2022,40500,23464.744,0.75116277,0.05550423,0.04169271,2022-05-01,2020-09-22
POLACA,ASIATIC BOY,POLARIZADA,Hembra,Abolengo,9,2018,720000,23452.768,0.67139727,0.030602438,0.020546393,2018-08-22,2016-08-31
BOUDICEA,EQUAL STRIPES,BOUDICA,Hembra,Abolengo,2,2018,720000,23452.768,0.59182763,0.042354256,0.025066419,2018-08-22,2016-08-08
DANCE ON THE SEA,EXCHANGE RATE (USA),DANCING PARTNER,Hembra,Abolengo,5,2018,720000,23452.768,0.5570726,0.053417396,0.029757366,2018-08-22,2016-09-03
TIARA DE FLORES,FORTIFY (USA),TAORMINE,Hembra,Vacacion,2,2022,51000,23408.236,0.7141416,0.13306876,0.095029935,2022-08-07,2020-09-17
TAMINEA,FORTIFY (USA),TARABELA,Hembra,Vacacion,9,2023,46000,23391.426,0.66448873,0.054687373,0.036339145,2023-06-12,2021-10-18
SEA TALES,EQUAL STRIPES,STORMY VENTURADA,Macho,La Pasion,16,2023,49000,23368.41,0.7116836,0.10544844,0.07504592,2023-04-27,2021-09-09
LEVELHEADED,LE BLUES,INSTANT CRUSH,Hembra,El Paraiso,8,2023,8900000,23359.58,0.88121134,0.061707176,0.054377064,2023-03-19,2021-09-11
LAURUS,BODEMEISTER (USA),LA MINUSA,Macho,La Pasion,19,2021,40000,23333.64,0.7492834,0.07241314,0.054257963,2021-04-28,2019-08-06
PURO AZAR,BODEMEISTER (USA),PURE SEDUCTION,Macho,La Pasion,16,2021,40000,23333.64,0.74099153,0.03066951,0.022725847,2021-04-28,2019-07-30
LE VRAI,BODEMEISTER (USA),LA IMPACIENTE,Macho,La Pasion,25,2021,40000,23333.64,0.71291095,0.08435666,0.060138784,2021-04-28,2019-09-12
HONEST BOY,HELIOSTATIC (IRE),HONEY HAPPY,Macho,Santa Maria De Araras,17,2023,44000,23331.145,0.6502225,0.08439408,0.05487493,2023-04-02,2021-09-16
MARINO BEACH,EQUAL STRIPES,MARINA ROMEA,Macho,Santa Ines,1,2022,50000,23323.98,0.5908225,0.05651538,0.03339056,2022-08-17,2020-08-08
JAZZ NIGHT,TREASURE BEACH (GB),JAZZ TRADITION (USA),Hembra,Chenaut,1,2023,48000,23321.24,0.692005,0.038937237,0.026944762,2023-05-09,2021-08-07
ESTOMBOLI,ANGIOLO,TADEMA,Macho,Tres Jotas,4,2022,40000,23299.508,0.69956386,0.04362343,0.030517375,2022-05-27,2020-10-17
ZAFTIG,EQUAL STRIPES,ZUHOOR,Hembra,Abolengo,13,2023,48000,23237.842,0.5279517,0.035732888,0.018865239,2023-05-14,2021-09-12
GIANTO,IL MERCATO,GIANT'S BLONDWAY (USA),Macho,La Pasion,12,2024,34000,23220.74,0.71650136,0.05313209,0.038069215,2024-06-28,2022-09-02
